Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Loan_Balance,Debt_to_Income_Ratio,Account_Tenure,Payment_Risk_Score,Consecutive_Miss,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Employment_Status_Retired,Employment_Status_Self-employed,Employment_Status_Unemployed,Credit_Card_Type_Gold,Credit_Card_Type_Platinum,Credit_Card_Type_Standard,Credit_Card_Type_Student,Customer_ID,Risk_Score,Delinquent_Account,Top_Risk_Factor
-1.7548151,-0.23451371,-0.001472237,-0.28774756,-0.2574786,-0.2836855,-0.013657947,0.19159524,0.059990905,0.026481569,0.3447848,-2.0542018,-0.64289796,0.19505876,0.35613438,-0.2293419,-0.11522697,-0.04869887,0.38058496,-0.25777477,-0.13166602,-0.0059781154,-0.010136889,CUST0012,0.042272996,0,Month_2
-0.38018206,-0.48176628,-1.1977326,-2.5916302,-0.005546833,-0.1512375,-0.10575797,-0.29080433,0.048927527,-0.04419741,-0.22913477,0.20437823,-1.2837355,0.24676411,0.17513403,0.19290324,-0.031927854,-0.028368214,-0.10125617,-0.092912294,-0.07022214,0.04763687,-0.16954681,CUST0013,0.009139523,0,Credit_Utilization
-1.184721,-0.04138746,-0.56119347,-1.8083496,-0.12082827,0.05143637,-0.16599499,-0.17120282,0.02115285,-0.07733647,0.39722702,-0.76995057,-0.98189884,-0.77163756,-0.068000555,0.22838818,0.40442175,-0.17609799,-0.1517114,-0.14210361,-0.0329307,0.04608665,-0.36148292,CUST0014,0.008294218,0,Credit_Utilization
0.4152773,0.18487501,0.046401814,-0.4377405,0.010339197,-0.5330793,-0.7304872,0.2234948,-0.00556467,-0.064009964,-0.04733652,-2.3042824,0.036614638,0.2677378,-0.010143952,-0.18616629,-0.07535518,-0.060243357,0.11510807,-0.25486714,-0.06453913,0.0439801,-0.29577777,CUST0015,0.11189639,0,Month_2
0.028857289,0.15180111,0.11728143,0.0153490305,0.45316556,0.07049792,-0.08702519,0.26013458,0.123003595,0.02564074,-0.2921757,0.3015533,0.10994857,-1.1874961,-0.92648566,0.122354805,-0.039288234,0.13546681,-0.07657625,0.64883167,-0.037438925,-0.0031229458,-0.43517068,CUST0016,0.7564577,0,Month_4
-0.3979747,0.17822205,-0.2771732,-2.202421,-0.34739834,-0.21457389,-0.0060702404,0.19993666,-0.0077653658,0.0481556,-0.38604364,-0.96028256,0.20542315,-0.26719725,-0.7927283,-0.12801605,-0.1201985,0.34879866,-0.072389856,0.35877362,-0.0749395,-0.0034795213,-0.4238395,CUST0017,0.024388984,0,Credit_Utilization
-0.14135888,0.051991325,-0.14682834,-0.39227766,0.16275886,0.065718725,0.257632,-0.5086996,-0.28540042,-0.19085029,0.26432595,0.702474,0.22943226,0.4754234,0.54302126,-0.01940877,-0.031196978,-0.03133486,1.0321382,-0.20713086,-0.099812955,-0.0060597984,0.10293051,CUST0018,0.97016364,1,Employment_Status_Unemployed
0.05369413,-0.53556645,-0.776795,-0.059655387,-0.20790179,-0.052585877,-0.07681615,-0.9403116,-0.0033130494,0.018437734,-0.6074391,0.4027227,0.17721662,0.21665262,0.50082374,-1.3530772,-0.027290327,-0.03413509,0.28793555,-0.29426455,-0.17447332,-0.026135255,-0.11442594,CUST0019,0.12212556,0,Month_6
-1.2684379,-0.13147582,0.08895653,-0.06062733,-0.03314282,0.07644394,-0.20012583,-0.78339803,0.13345358,0.022103587,-0.0729467,-1.7972596,0.1106825,0.21571392,0.03710373,-0.94751537,0.27452055,-0.04392611,-0.18314159,-0.33760622,-0.16873352,-0.024914049,0.15863048,CUST0020,0.03621508,0,Month_2
-0.59882486,-0.24515273,-0.38885072,-0.55747324,-0.062029682,-0.42390078,-0.14540078,0.19456662,-0.59937036,-0.28375983,-0.19964276,0.3416305,0.12461515,0.09553393,0.412502,-0.17845552,-0.02085689,0.16521601,-0.15471551,-0.15176572,-0.10343412,0.051617503,-0.087537974,CUST0021,0.23844203,0,Payment_Risk_Score
0.22966781,-0.048987504,0.37071982,-0.066310875,0.15903677,0.97625864,0.29959676,0.017659422,0.17158858,0.035897356,-0.2233137,-1.4872185,0.27686372,0.20461062,0.14636579,-0.30355182,-0.042990867,-0.027804576,0.44887194,-0.04425237,0.40554768,-0.0046038497,-0.14349347,CUST0022,0.9527728,1,Month_2
0.04624387,0.106526636,-1.4399493,-2.8455741,0.15854973,-0.4684416,-0.0035060793,0.11620443,-0.6409254,-0.23608342,-0.50064766,0.3072507,0.19769846,0.22871056,-0.018452339,0.20050208,-0.04514737,-0.0680477,0.59373075,0.22239989,-0.046675995,-0.0031229458,-0.4308481,CUST0023,0.051399622,0,Credit_Utilization
0.6128562,0.18710756,0.24301375,-0.03313841,0.03463784,0.0049139713,0.05143567,0.20362306,0.10232233,-0.2672355,0.038350083,0.3727674,0.16180438,0.23152106,0.3186341,-0.08969357,0.100712255,-0.05155828,-0.13894637,0.64033806,-0.068300806,-0.0030891495,-0.293883,CUST0024,0.9822322,1,Credit_Card_Type_Gold
0.32852995,-0.6035646,0.04314764,-1.3877597,-0.058987953,-0.675843,0.030348815,0.36886692,-0.09867473,0.036780037,0.35736677,-0.94646966,-0.7755206,-0.7057454,-0.0858245,-0.10747856,0.116976224,-0.043064807,-0.21173154,-0.08792916,-0.07294823,0.04577492,-0.2232908,CUST0025,0.042992216,0,Credit_Utilization
-0.7734582,-0.04565169,-0.044666104,-0.28900343,-0.15688735,-0.28557253,-0.15003878,-0.04868425,0.23415364,0.08205212,-0.20272383,-1.8921783,0.19873363,0.20299762,-0.99635303,0.50244176,-0.16327174,-0.029572923,-0.0037293474,0.4888514,-0.10109183,-0.004801036,-0.27294075,CUST0026,0.109374575,0,Month_2
-0.7684364,-0.69013095,-0.20956013,-0.3521112,0.16249824,-0.4601796,-0.1245063,0.34360537,0.13499151,0.039776042,-0.5629871,-0.13331315,-1.0642625,-0.89866006,-1.5273453,0.22327156,0.08540038,-0.06515623,-0.07575458,-0.17703728,-0.057793602,0.043644924,-0.36527687,CUST0027,0.0078056124,0,Month_5
0.5046399,0.17527127,-0.019589724,-2.007096,-0.16660695,-0.09603614,-0.017235912,-0.26962224,0.21633384,0.09427534,-0.142758,0.16639775,0.094011456,0.3030866,-1.9035302,0.4836244,-0.029935054,-0.05616646,-0.14206864,-0.40774992,-0.046756398,-0.0050098146,-0.3089405,CUST0028,0.12705952,0,Credit_Utilization
-1.082968,-0.37025288,0.027462125,0.25983217,0.027386613,0.037850637,-0.048673656,-0.6686208,0.08631016,-0.021590542,-0.011193303,0.34771883,-1.3520464,-0.089538336,0.26826942,0.42509598,-0.029904893,0.07679206,-0.31062022,-0.39172673,-0.21508221,-0.030322086,-0.275682,CUST0029,0.15613721,0,Month_3
0.008592593,-0.3984989,0.0757207,-0.36157277,-0.12532668,0.023212925,-0.13050881,-1.0442111,-1.532072,-0.22642268,-0.1282927,0.5250806,0.27417603,0.16016775,0.35326296,0.13268234,-0.035955776,-0.04663727,-0.2300119,-0.31867772,0.2977819,-0.0035250126,-0.22122397,CUST0030,0.2145001,0,Payment_Risk_Score
-0.64143205,-0.33456084,-0.23138049,-0.11897216,-0.13829534,-0.31088743,-0.33789238,-1.1870946,0.20982789,0.018267509,0.33182186,-2.0263212,0.017476058,-0.5519037,0.25608084,-0.69780546,-0.09373626,-0.07568036,-0.073260866,-0.24665631,-0.15595627,-0.0272975,0.16216753,CUST0031,0.009959271,0,Month_2
-0.29918355,-0.8759508,-0.3181201,-0.15039009,0.08178584,-0.24852239,-0.26047993,-0.72481465,-0.1768425,-0.028939312,0.21040916,0.25220084,0.09363599,0.109696284,0.43937418,-1.0767599,-0.03260478,-0.027555857,0.058395743,-0.23743059,-0.14849159,-0.021128245,0.11333024,CUST0032,0.16601504,0,Month_6
-0.6353217,0.20819624,-0.11480944,0.040203605,0.37140498,0.02515588,0.15795475,-0.5779368,0.005166856,-0.18309672,-0.069067165,0.5374941,0.1523247,0.5360864,0.20912412,0.6759454,-0.11323672,-0.06693957,0.53442234,-0.16369104,-0.047789533,-0.0053652916,-0.022258885,CUST0033,0.9572304,1,Month_6
0.04951164,-0.31465295,-0.5755808,-2.744415,-0.039439645,-0.55143976,0.05876281,-0.21492182,-0.029149326,0.06804557,-0.6615571,0.08817355,0.07682688,-0.745094,0.23212677,-0.65568495,-0.025215194,-0.1448578,-0.060299836,0.41049087,-0.03532512,-0.0032057278,-0.3338276,CUST0034,0.011025253,0,Credit_Utilization
0.6941717,-0.1314048,-0.04071532,0.12355849,0.10255604,-0.31580046,0.6524128,0.29693097,0.028886281,-0.022208767,0.7536424,-1.2015961,0.18639627,0.32959104,0.3233812,-0.09822432,0.3228809,-0.070230335,-0.070249714,-0.06039588,0.34393448,-0.003722709,-0.2855375,CUST0035,0.9710415,1,Month_2
-0.21350293,0.044801064,0.0076898625,0.10780829,-0.13268237,-0.29436237,0.016132,-0.7757337,0.069930635,-0.12228303,-0.16773872,-2.3667781,-0.612721,-0.10615842,0.22760294,0.38729727,-0.13306221,-0.04877272,0.2485041,0.6225254,-0.03472625,-0.0046753264,-0.27577505,CUST0036,0.1298335,0,Month_2
-0.96419424,-0.5489619,-0.37954554,-1.9053485,0.107788995,0.0032579135,-0.03124546,-0.56962174,0.21891947,0.024676468,-0.06892518,-1.1110408,-0.79149455,-0.09741617,0.14999844,-0.36667758,-0.05950841,-0.02158591,-0.12975009,-0.2297619,-0.24413085,-0.031484336,-0.224908,CUST0037,0.00362341,0,Credit_Utilization
-0.6896978,-0.11896786,0.07378199,0.49899632,-1.1784543,-0.62713957,0.028411146,-0.7573935,-0.4554334,0.029911533,-0.2995329,0.25612903,0.10758087,0.034841597,-1.334129,0.6557788,-0.032803245,-0.047251053,-0.19652943,-0.18371339,-0.07464644,0.05557262,-0.039892633,CUST0038,0.06658742,0,Month_5
-0.56938344,-0.08783346,-0.50385326,0.22397353,-1.0184954,-0.18445247,-0.038192447,-0.83861387,0.18710788,0.027943628,-0.34189358,0.09331581,0.0931846,-1.1327131,-0.86959374,0.5818915,-0.049248215,-0.08833048,-0.11780504,-0.30627415,-0.1662223,-0.026135255,0.19777806,CUST0039,0.036277868,0,Month_4
-0.94740087,-0.15162638,-0.54741156,0.03337757,-1.8886485,-0.067737475,-0.20987643,-0.098077394,-0.5933007,-0.21171434,0.4927742,0.14512166,-0.021789126,0.180603,0.1203553,0.29196194,-0.07894424,-0.09462666,-0.13173021,0.07587802,-0.04169422,-0.0032057278,-0.37327224,CUST0040,0.07822338,0,Missed_Payments
-0.3812186,-0.00023081119,-0.5041092,-2.543812,0.08917207,-0.13797458,0.21924214,-0.018390756,0.07227486,-0.02771252,-0.24984068,-1.5528183,0.18249546,0.041647427,0.04906414,-0.110442944,-0.107438065,0.11715215,-0.06434829,-0.12444237,-0.1292873,-0.03838053,0.49704763,CUST0041,0.044442344,0,Credit_Utilization
-0.6926182,-0.63864607,-0.38414186,0.0949546,-0.24519686,-0.10664253,-0.37659293,-0.39816046,0.016483333,0.0052341395,-0.5819551,0.22254032,0.120299794,0.19215734,-1.503786,-0.9994133,0.12014539,-0.09681053,-0.103576794,-0.13308202,-0.045217954,0.045641925,-0.25635862,CUST0042,0.01645566,0,Month_5
-0.089090556,0.12989569,0.137505,0.54716235,0.7595191,0.20574224,-0.057261776,0.53175944,0.080239624,0.027879972,0.7560236,0.34559107,0.1107403,0.34215215,-0.6843146,-0.6567592,0.16034374,-0.055851206,-0.10936869,-0.14050868,-0.022252318,-0.0047987374,-0.1793511,CUST0043,0.97788733,1,Missed_Payments
-0.97663754,-0.6560405,-0.04636182,-0.3377103,-0.029048953,-0.24978526,-0.1819345,0.0046535963,0.23821378,0.0615179,0.14928217,0.1350447,0.30563653,-0.8160169,-1.405485,-0.25802398,-0.05306686,-0.040990688,-0.041544605,0.3771627,-0.14769389,-0.0040475507,-0.43528175,CUST0044,0.059866153,0,Month_5
-1.8861299,0.07242378,0.033086114,-0.025376003,-0.29734167,-0.2372462,-0.0009066062,0.33149242,-0.18076418,-0.070744626,0.3570727,-2.196071,0.12366618,0.14808945,0.2605702,-0.15078452,-0.0973095,-0.058721166,0.23122828,-0.26246315,-0.216026,-0.028546145,0.045262475,CUST0045,0.07934431,0,Month_2
0.82255566,-0.34322357,0.025448505,0.3098027,0.08830526,0.032355748,0.21130201,0.49465027,0.22825505,0.067904145,0.25927874,0.32319298,-0.35765675,-0.82610923,0.3224702,0.5109133,-0.03317935,-0.07215833,0.6185347,0.44938767,-0.05364604,-0.0031229458,-0.25263166,CUST0046,0.9887589,1,Month_4
-1.2132854,0.0808124,-0.7607465,0.14871415,-0.119457744,-0.38557065,-0.42617133,0.2012256,-0.03532768,-0.0040266733,-0.37080556,-1.7950068,0.17740235,0.19519775,-0.90455914,-0.21664535,-0.12433904,-0.080342636,-0.13504936,-0.08629726,-0.030973833,-0.005106327,-0.37354773,CUST0047,0.009857104,0,Month_2
-0.8762071,-0.09070268,-0.028415171,-0.17022292,0.0039024008,-0.17378744,-0.016527755,-0.32153782,-0.40692505,-0.3259444,-0.092805065,0.21174297,0.2021884,-1.3239092,0.41038805,0.24752925,-0.026263481,-0.05043335,-0.07470593,-0.32641676,-0.18925571,-0.028272351,0.12975623,CUST0048,0.15941653,0,Month_4
-0.49533406,-0.9005716,-0.32394457,-1.7031738,0.06788465,-0.77150726,-0.084207825,-1.3450767,-0.4965168,-0.018219136,-0.583699,0.16769098,0.22136101,0.059910055,-1.3414904,-0.41485417,0.08076708,-0.05176659,-0.17390555,-0.2822482,-0.21283859,-0.024558034,0.16907886,CUST0049,0.0011092415,0,Credit_Utilization
-0.9561648,-0.08963223,-0.37239674,-2.0568368,-0.14915694,-0.5427431,-0.17678009,-0.35722286,-0.028526066,0.03382864,-0.26079103,-1.3139408,-0.72689587,0.17042685,0.25795522,-0.5381482,-0.10238191,-0.07994528,-0.088485986,0.43472195,-0.08988735,-0.004991492,-0.09700193,CUST0050,0.00414894,0,Credit_Utilization
0.35428208,-0.12646396,-1.1281121,-2.8326614,-1.5695635,-0.29877144,-0.2796395,0.21549326,0.0027466323,-0.013944638,-0.5291057,-0.015953448,0.15722175,0.31351706,-0.034621865,0.28295758,-0.04375956,-0.08782713,-0.11646954,0.13209307,-0.060515754,-0.0033765011,-0.38241145,CUST0051,0.012001622,0,Credit_Utilization
-0.86637664,-0.053615987,-0.37206763,-0.25254995,-0.10817464,-0.18506435,-0.016992107,0.14316271,0.16749103,0.05888179,-0.34057942,-1.897697,0.15222852,0.16986033,-1.0144653,0.40732998,-0.15042585,-0.03386224,-0.011175918,-0.10595488,-0.08891906,0.04707261,-0.32787433,CUST0052,0.046286248,0,Month_2
-0.73413455,0.07807643,-0.011476697,-0.0832229,-0.15900376,-0.37187433,-0.22302613,-0.02482613,0.004084746,0.05170566,-0.21184118,-1.7825993,0.12390719,-0.032633826,0.47496173,-0.91908187,-0.082093544,-0.070316605,-0.09676317,-0.11199747,-0.044315375,-0.0059781154,0.0018504164,CUST0053,0.070676155,0,Month_2
-0.14435211,-0.0139790755,-0.5249287,-0.20959586,-0.43263406,-0.17796354,0.06965207,0.022217233,-0.016600277,0.030186243,-0.16253185,-1.4685717,0.24835633,0.006529714,0.2953915,-0.48042673,-0.11700959,-0.034458175,-0.036796898,-0.076032236,-0.13895258,0.047577545,-0.38549885,CUST0054,0.11443978,0,Month_2
-1.6848364,-0.4073456,-0.18685827,-0.13826278,-0.002086336,-0.8496539,-0.18907611,0.39582303,-0.2720678,-0.23980132,-0.7801789,0.3538818,0.29546285,0.1415306,0.29953575,-0.25828218,0.055238407,-0.08270468,-0.08858257,-0.2940365,-0.25509685,-0.028238555,-0.14560562,CUST0055,0.06256197,0,Age
-1.5131694,-0.23655605,-0.019733645,-0.53516597,-0.15502715,-0.28943616,-0.12950528,-0.123982295,-0.7005754,-0.19728729,0.14522165,0.19549488,0.22201185,0.252723,0.18466781,-0.19133745,0.074556574,-0.08058282,-0.16343538,0.2761832,-0.052437257,-0.0031412584,-0.363521,CUST0056,0.14807409,0,Age
-1.4552711,-0.89793545,0.07013513,-0.49961427,-0.1772414,-0.053047866,-0.09985342,-0.3979103,-0.049915764,-0.020117031,-0.011718708,0.18417558,0.19140133,0.22991854,-2.0606842,0.65361965,-0.031295512,-0.050044004,-0.16892405,-0.36890775,-0.21188465,-0.028272351,0.06902231,CUST0057,0.028467389,0,Month_5
-0.04457914,0.037744727,-0.6080851,-0.22138095,0.16883676,-0.3159809,-0.086452976,-0.36047283,0.25560662,-0.027711622,-0.325499,-1.1644019,-0.86540675,-0.36168203,-0.015238754,0.28572777,-0.07901248,-0.0738818,-0.15891819,-0.21279742,-0.09081317,-0.022407386,0.6278218,CUST0058,0.11870671,0,Month_2
-1.7377849,-0.31716567,-0.20074013,-0.01316751,-0.11622408,-0.1604589,-0.47672227,-0.1134823,0.2816429,0.046972573,-0.43411547,-1.0997729,-0.6307028,-0.7030061,0.08466851,-0.7659048,0.12695643,-0.22827035,-0.12243031,-0.2152263,0.15676765,-0.003590854,-0.36317846,CUST0059,0.00472248,0,Age
-0.72863555,0.10887791,-0.031890605,-0.43589798,-0.017852452,-0.25047094,-0.03257825,-0.26457676,0.17300788,0.061958656,-0.08074451,0.2740198,-0.8152969,0.29004332,-1.7318066,0.57452154,-0.028158609,-0.056357227,-0.1460459,-0.2811288,0.3353379,-0.0035341037,-0.28800425,CUST0060,0.15174711,0,Month_5
0.029336486,0.1360848,0.0043063723,-0.06545688,0.46040222,0.13020168,0.0985865,0.6844553,0.08153561,-0.008813165,0.5177883,-0.5574552,0.14140514,-0.4658913,-0.5738919,0.3363332,-0.081164435,-0.046732634,0.475939,-0.18414845,-0.08917861,-0.021402035,0.7952814,CUST0061,0.96928394,1,Credit_Card_Type_Student
0.051419653,-0.12764505,0.1306977,-0.027005624,-0.11823831,-0.32076263,-0.45696816,0.29217926,0.02131004,0.0011030427,-0.18896368,-1.5800416,0.17121133,-0.070194446,-1.1635455,-0.6978972,-0.10674424,-0.07091748,-0.073247276,0.47417054,-0.085954845,-0.0034795213,-0.41164008,CUST0062,0.06256713,0,Month_2
-0.37888572,0.05875056,-0.09038267,-0.18507136,0.3799223,-0.27416703,0.057210743,-0.9584482,0.08093183,-0.013908225,-0.45853922,0.2938054,0.28344676,0.17094378,0.12653895,0.6033058,0.12296605,-0.094449416,-0.13697629,-0.2799236,-0.15903813,-0.024558034,0.013281874,CUST0063,0.6880471,0,Account_Tenure
-0.8135647,-0.10258231,-0.0916792,-0.47854972,-0.16480881,-0.32027766,-0.17507981,0.29728362,0.523599,0.10386917,-0.30841455,-0.96392953,-0.73449767,-0.31621617,0.27857158,-0.4963934,-0.046152305,0.25055736,-0.09921505,-0.23613793,0.2922111,-0.003807897,-0.2549046,CUST0064,0.09922449,0,Month_2
-0.29869854,-0.70164704,0.46734425,-1.4460877,0.0051956554,0.06940904,-0.03891672,-0.1370781,-0.11009463,-0.056984313,0.39408016,-1.3066202,0.06832019,0.13663149,0.2511858,-0.22647986,-0.13705061,-0.04554086,0.28118593,0.2318057,-0.022312928,-0.0033967393,-0.24917944,CUST0065,0.22781664,0,Credit_Utilization
-1.5060823,-0.07823537,-0.57276577,-0.46072257,0.18358141,-0.40093574,0.006813584,0.11806628,0.13150227,0.111356065,-0.56583124,0.066079035,-0.98673743,-0.42145577,0.0171363,-0.81695396,-0.022432575,-0.08903492,-0.17830531,-0.29367453,-0.16980177,-0.026793715,0.10181694,CUST0066,0.014786235,0,Age
-1.3530167,-0.09210274,-0.040992886,-0.124455065,-0.106436275,-0.06297796,-0.06645634,0.37518308,-0.59289,-0.3028674,0.22013016,0.10654559,0.32328826,-1.7586312,0.16450462,0.30797538,0.12067405,-0.15573841,-0.111448064,-0.20605762,-0.04380696,-0.0047987374,-0.37229642,CUST0067,0.106936455,0,Month_4
0.36208898,-0.120644726,-0.28057787,-1.7014112,0.08839639,-0.26233467,-0.47573486,0.33023643,-0.062098764,0.008540541,-0.28679168,-1.7213414,0.13421848,0.16022314,-0.06131664,-0.475763,-0.08716327,-0.06344792,-0.08004807,-0.10293441,-0.045078643,-0.005106327,-0.2146236,CUST0068,0.035281926,0,Month_2
-0.77171946,-0.17603381,-0.17616771,-0.12619682,-0.0707407,-0.5717775,0.44167164,-0.3667405,0.10151894,0.044466317,-0.6250795,0.15409827,-1.070592,0.18966801,0.057638597,-1.2014996,-0.022721592,-0.08141134,-0.10887531,-0.3200161,-0.19137493,-0.031800725,-0.25304225,CUST0069,0.028679375,0,Month_6
-0.25793543,-0.22249192,-0.81821805,-0.23407885,-1.0133842,-0.09807565,-0.33272573,-0.5498367,0.04827043,-0.004842013,-0.2405134,-1.3868996,-0.010719637,0.0051785307,0.34806702,-0.7740583,-0.068337746,0.11655811,-0.13952939,0.46530825,-0.078099646,-0.004991492,-0.15631841,CUST0070,0.022900587,0,Month_2
1.1388066,0.51913184,-0.009790768,0.23313059,-0.76945925,0.13266338,-0.014219035,0.31919435,0.14306264,0.007210251,0.44488847,0.24481076,0.16728991,-0.494455,0.3938862,0.027558964,-0.023000801,-0.060251668,-0.042689893,-0.10476009,-0.11403449,-0.022606881,0.4947103,CUST0071,0.98614734,1,Age
-0.97238547,-0.058027502,-0.34982833,-0.33042997,-0.15567242,-0.31532064,-0.12100187,-1.0985625,-0.33187556,0.040975347,-0.424109,0.39802653,0.21082285,-1.5852354,0.22924657,0.26930645,-0.041832022,-0.04717055,0.35533988,-0.24730237,-0.16782023,-0.026135255,0.36772344,CUST0072,0.060255185,0,Month_4
-0.21202998,-0.17827837,-0.021224564,-0.36594117,-0.06013222,-0.35931,-0.19095725,-0.80868316,0.17490265,0.024563445,-0.25967598,0.20222309,-1.2998811,-0.06943604,0.11612689,-1.0130776,-0.028289707,-0.13374591,-0.2279441,-0.301396,0.24726829,-0.0035250126,-0.17470561,CUST0073,0.035953917,0,Month_3
-0.6064812,-0.46093342,-0.07415098,-0.63894045,-0.34550092,-0.27294943,-1.1259347,0.0679669,-0.047954325,0.010938323,0.024259303,0.3187847,-1.4659531,0.20827219,0.2685018,-0.8722436,-0.0719145,0.103193775,-0.036378086,-0.09536487,-0.14972639,-0.006546144,-0.057018075,CUST0074,0.024799405,0,Month_3
-0.2744654,-0.08948519,-0.62097013,0.025966117,-0.06945665,-0.25197232,0.06688908,-1.1190686,-1.2434171,-0.42679706,0.22252023,0.46163088,0.06265765,-1.4574194,0.38589177,-0.070197955,-0.04988317,-0.10582577,-0.18463755,-0.16977742,0.24615155,-0.0038425901,-0.30298632,CUST0075,0.035085697,0,Month_4
-0.24186501,-0.19900845,-0.35516512,-2.4784455,-1.0403408,-0.2971958,-0.2530924,0.010001749,0.08605995,0.018654201,-0.18602856,-0.83868223,0.059866264,-0.638919,0.069418706,0.256695,0.27728185,-0.079025604,0.010318965,-0.12703447,0.25332078,-0.003908431,-0.2901674,CUST0076,0.012957841,0,Credit_Utilization
-1.1108302,0.03250791,-0.029979674,0.0045525236,-0.8915825,-0.5012118,-0.45253408,-0.13489231,-0.088771746,-0.009812275,-0.06728502,-1.3843035,-0.0045906524,0.06393917,-0.5756428,-0.891723,-0.074471265,-0.07303125,-0.14644858,-0.23022632,-0.08431434,-0.022880673,0.6486367,CUST0077,0.012485213,0,Month_2
